Instrucción,Fecha Resultado
09/04/42 el martes siguiente,15/04/42
15/01/02 el lunes siguiente,21/01/02
09/10/29 el lunes próximo,15/10/29
01/10/18 el lunes,08/10/18
07/04/48 en tres días,10/04/48
03/01/19 el siguiente martes por favor,08/01/19
14/04/18 en un par de días,16/04/18
08/01/49 el siguiente jueves gracias,14/01/49
11/12/46 en un par de días gracias,13/12/46
16/03/23 el próximo lunes,20/03/23
27/03/49 el próximo lunes,29/03/49
02/05/43 por favor en un par de días,04/05/43
23/11/55 el siguiente jueves por favor,25/11/55
05/09/12 este jueves próximo,06/09/12
14/12/59 el miércoles próximo por favor,17/12/59
25/08/01 en tres días,28/08/01
14/10/33 el próximo miércoles gracias,19/10/33
20/04/52 por favor en tres días,23/04/52
12/07/59 por favor el miércoles que viene,16/07/59
06/04/47 este lunes,08/04/47
25/11/03 este lunes por favor,01/12/03
01/12/22 mañana,02/12/22
13/04/15 el próximo martes,14/04/15
23/05/05 por favor el siguiente martes,24/05/05
24/06/25 mañana,25/06/25
02/01/18 por favor el siguiente lunes,08/01/18
10/06/55 por favor el jueves,17/06/55
03/05/24 este martes gracias,07/05/24
05/10/04 el martes siguiente,12/10/04
17/09/41 el lunes,23/09/41
28/09/58 el martes que viene,01/10/58
30/09/00 en tres días por favor,03/10/00
22/12/05 el siguiente martes gracias,27/12/05
13/11/34 el viernes próximo,17/11/34
31/03/59 por favor el jueves siguiente,03/04/59
04/05/24 mañana gracias,05/05/24
24/06/59 por favor este martes,01/07/59
22/03/59 el próximo martes,25/03/59
25/04/32 el martes,27/04/32
05/09/09 mañana por favor,06/09/09
17/09/01 en tres días,20/09/01
29/03/26 el siguiente martes,31/03/26
05/04/58 este miércoles gracias,10/04/58
04/09/34 el martes,05/09/34
26/09/20 este lunes gracias,28/09/20
25/02/34 el próximo jueves,02/03/34
15/08/45 por favor el jueves,17/08/45
07/12/08 el próximo martes,09/12/08
19/04/28 este martes que viene por favor,25/04/28
25/06/43 por favor el lunes,29/06/43
26/07/53 este viernes que viene por favor,01/08/53
09/09/47 este viernes próximo,13/09/47
24/11/07 por favor el próximo lunes,26/11/07
21/09/16 este lunes,26/09/16
03/11/17 por favor el siguiente jueves,09/11/17
30/11/44 el jueves,01/12/44
01/02/41 en tres días,04/02/41
20/04/50 el lunes que viene,25/04/50
05/12/01 este martes,11/12/01
26/07/03 este jueves siguiente,31/07/03
12/03/22 este martes,15/03/22
30/06/47 el lunes,01/07/47
10/05/27 en tres días gracias,13/05/27
04/12/29 este lunes por favor,10/12/29
15/12/43 en tres días,18/12/43
17/04/35 este lunes siguiente gracias,23/04/35
31/01/14 el viernes que viene,07/02/14
25/08/01 el miércoles,29/08/01
10/02/31 el miércoles siguiente,12/02/31
28/07/31 el martes siguiente,29/07/31
19/11/31 por favor este jueves próximo,20/11/31
03/02/56 este viernes que viene,04/02/56
14/02/27 por favor este viernes que viene,19/02/27
10/03/21 el viernes,12/03/21
20/12/44 el viernes que viene por favor,23/12/44
30/09/24 el lunes que viene,07/10/24
24/07/05 en tres días,27/07/05
21/02/56 el lunes que viene,28/02/56
12/02/23 el jueves siguiente,16/02/23
25/09/34 el siguiente martes gracias,26/09/34
23/08/02 el jueves,29/08/02
14/10/49 el siguiente miércoles gracias,20/10/49
19/02/25 en un par de días,21/02/25
27/03/20 este miércoles,01/04/20
11/08/13 el siguiente martes,13/08/13
30/08/30 este lunes por favor,02/09/30
30/03/35 el próximo martes,03/04/35
08/12/58 el próximo martes,10/12/58
24/04/12 por favor este viernes,27/04/12
16/11/07 el siguiente miércoles gracias,21/11/07
16/04/34 el siguiente miércoles,19/04/34
18/09/46 este miércoles,19/09/46
28/10/60 este viernes que viene,29/10/60
11/12/54 el próximo lunes por favor,14/12/54
13/02/56 este jueves,17/02/56
27/05/20 el siguiente lunes,01/06/20
10/06/37 este lunes,15/06/37
25/07/21 el viernes por favor,30/07/21
25/05/51 en tres días,28/05/51
14/09/13 este jueves,19/09/13
05/04/38 pasado mañana,07/04/38
10/01/28 este lunes por favor,17/01/28
23/04/54 pasado mañana,25/04/54
17/07/29 este lunes siguiente por favor,23/07/29
18/04/40 el siguiente jueves,19/04/40
23/08/48 en tres días,26/08/48
27/10/11 el jueves próximo gracias,03/11/11
20/07/18 en tres días,23/07/18
15/07/58 el jueves,18/07/58
06/06/12 este martes,12/06/12
16/02/52 en un par de días,18/02/52
26/07/48 este jueves que viene gracias,30/07/48
24/02/18 el lunes próximo gracias,26/02/18
22/05/12 en tres días gracias,25/05/12
21/09/27 el viernes,24/09/27
29/12/46 este miércoles que viene,02/01/47
18/02/12 este lunes,20/02/12
01/08/38 el siguiente martes,03/08/38
08/01/13 por favor este martes,15/01/13
15/11/58 el martes gracias,19/11/58
03/09/50 este martes por favor,06/09/50
06/03/14 el martes siguiente,11/03/14
25/06/28 mañana,26/06/28
31/01/06 el próximo lunes,06/02/06
31/12/49 este miércoles,05/01/50
25/10/47 el siguiente viernes,01/11/47
15/08/10 este viernes,20/08/10
08/07/16 el próximo martes,12/07/16
29/06/28 este lunes,03/07/28
20/01/13 en tres días,23/01/13
24/08/02 el próximo jueves por favor,29/08/02
03/08/28 el siguiente viernes,04/08/28
22/02/37 pasado mañana,24/02/37
22/11/36 este jueves por favor,27/11/36
20/03/27 el siguiente lunes,22/03/27
29/09/39 por favor en un par de días,01/10/39
18/02/57 por favor el lunes,19/02/57
24/07/24 el próximo viernes,26/07/24
19/08/13 el próximo lunes por favor,26/08/13
10/11/16 el próximo martes,15/11/16
30/07/09 por favor el próximo lunes,03/08/09
20/10/11 por favor este viernes,21/10/11
28/07/16 el lunes que viene,01/08/16
08/05/02 el siguiente viernes,10/05/02
26/11/54 este lunes siguiente gracias,30/11/54
08/05/55 el próximo martes,11/05/55
10/12/23 por favor este miércoles que viene,13/12/23
01/05/54 en tres días,04/05/54
14/11/50 el viernes que viene,18/11/50
08/12/54 el miércoles próximo gracias,09/12/54
18/09/20 este miércoles,23/09/20
02/07/53 este martes siguiente por favor,08/07/53
30/10/20 pasado mañana gracias,01/11/20
18/09/20 el lunes próximo por favor,21/09/20
04/05/02 por favor el siguiente martes,07/05/02
25/03/32 en un par de días,27/03/32
17/02/07 el viernes,23/02/07
04/10/42 el martes,07/10/42
11/01/12 el jueves gracias,12/01/12
24/01/45 este viernes que viene por favor,27/01/45
02/04/54 en tres días,05/04/54
20/01/42 en un par de días gracias,22/01/42
11/04/58 el siguiente jueves,18/04/58
19/07/33 el siguiente jueves por favor,21/07/33
03/07/16 en un par de días gracias,05/07/16
05/10/34 mañana gracias,06/10/34
02/02/44 por favor este jueves próximo,04/02/44
06/07/42 en tres días,09/07/42
03/05/12 el viernes,04/05/12
10/09/14 en tres días,13/09/14
03/05/17 este jueves que viene gracias,04/05/17
19/04/20 el miércoles que viene,22/04/20
22/11/02 el viernes que viene,29/11/02
27/08/36 el siguiente viernes por favor,29/08/36
06/05/01 el próximo lunes por favor,07/05/01
17/03/24 este miércoles que viene,20/03/24
20/01/37 el siguiente miércoles,21/01/37
19/12/19 por favor este viernes,20/12/19
24/03/60 el martes por favor,30/03/60
13/03/18 el lunes,19/03/18
09/05/18 por favor este jueves siguiente,10/05/18
07/12/05 este viernes próximo,09/12/05
20/11/15 este miércoles próximo,25/11/15
30/05/39 por favor el lunes,06/06/39
11/05/55 este lunes gracias,17/05/55
15/12/43 el próximo miércoles,16/12/43
23/02/29 el viernes siguiente por favor,02/03/29
17/01/41 este martes siguiente,22/01/41
20/02/22 el siguiente jueves,24/02/22
11/05/38 este viernes próximo,14/05/38
27/04/36 el siguiente miércoles por favor,30/04/36
02/10/03 el miércoles siguiente,08/10/03
16/07/54 este lunes que viene,20/07/54
15/02/34 en un par de días,17/02/34
27/01/28 este viernes por favor,28/01/28
12/05/35 este lunes próximo,14/05/35
10/11/54 el lunes,16/11/54
24/04/51 por favor el próximo lunes,01/05/51
09/04/53 por favor el jueves,10/04/53
06/02/48 el próximo lunes por favor,10/02/48
13/02/47 el siguiente martes por favor,19/02/47
17/07/57 el viernes próximo por favor,20/07/57
15/06/03 el siguiente miércoles,18/06/03
16/09/46 este miércoles,19/09/46
22/10/09 el siguiente viernes,23/10/09
07/07/40 el martes gracias,10/07/40
27/12/40 el próximo jueves,03/01/41
21/10/03 el viernes,24/10/03
16/01/22 este martes gracias,18/01/22
14/07/46 el próximo jueves por favor,19/07/46
02/04/48 pasado mañana,04/04/48
29/06/35 el jueves gracias,05/07/35
10/07/03 el lunes,14/07/03
12/01/50 este martes,18/01/50
03/10/34 en tres días por favor,06/10/34
21/04/46 en tres días por favor,24/04/46
30/07/56 en tres días gracias,02/08/56
03/06/04 por favor el jueves,10/06/04
12/01/17 este lunes que viene,16/01/17
14/02/26 este martes,17/02/26
08/06/39 este lunes gracias,13/06/39
16/09/35 en un par de días por favor,18/09/35
28/04/27 el lunes siguiente,03/05/27
25/08/25 el próximo lunes,01/09/25
22/05/41 por favor el martes siguiente,28/05/41
08/12/14 el próximo martes,09/12/14
25/11/37 el próximo viernes por favor,27/11/37
31/05/26 el siguiente martes,02/06/26
03/01/55 este martes siguiente,05/01/55
22/11/04 el próximo miércoles gracias,24/11/04
19/05/46 este jueves próximo,24/05/46
04/10/12 por favor este jueves,11/10/12
03/08/41 el lunes,05/08/41
18/12/57 el siguiente viernes por favor,21/12/57
10/07/40 por favor este miércoles próximo,11/07/40
11/02/08 por favor el miércoles que viene,13/02/08
30/11/44 el siguiente viernes,02/12/44
25/02/10 este martes gracias,02/03/10
16/02/16 en tres días gracias,19/02/16
09/07/52 el próximo lunes por favor,15/07/52
07/01/49 este martes siguiente por favor,12/01/49
20/02/12 el lunes gracias,27/02/12
07/04/35 este viernes,13/04/35
06/02/37 por favor el miércoles siguiente,11/02/37
07/01/29 en tres días,10/01/29
13/06/40 pasado mañana,15/06/40
27/03/02 el miércoles que viene gracias,03/04/02
18/01/16 el viernes,22/01/16
13/09/40 por favor el siguiente martes,18/09/40
16/12/52 el próximo miércoles,18/12/52
11/02/18 este jueves,15/02/18
16/10/40 el miércoles por favor,17/10/40
03/02/08 este miércoles gracias,06/02/08
08/06/22 por favor el próximo miércoles,15/06/22
27/01/29 este jueves próximo gracias,01/02/29
09/03/58 pasado mañana por favor,11/03/58
17/09/14 por favor mañana,18/09/14
31/01/11 este lunes gracias,07/02/11
07/03/08 el jueves por favor,13/03/08
29/03/10 por favor el próximo jueves,01/04/10
25/04/40 el próximo martes,01/05/40
19/11/56 este jueves,23/11/56
23/07/32 en un par de días,25/07/32
27/08/07 pasado mañana,29/08/07
29/12/46 en un par de días,31/12/46
16/06/34 el siguiente lunes gracias,19/06/34
26/11/45 el miércoles próximo por favor,29/11/45
29/11/54 el viernes siguiente,04/12/54
06/05/14 este martes que viene gracias,13/05/14
21/12/33 por favor el viernes,23/12/33
16/05/49 pasado mañana,18/05/49
22/02/34 el siguiente viernes gracias,24/02/34
09/12/03 por favor pasado mañana,11/12/03
01/05/15 el jueves,07/05/15
26/01/30 mañana,27/01/30
25/09/50 en un par de días,27/09/50
03/03/59 el próximo martes,04/03/59
19/06/13 el siguiente jueves,20/06/13
18/07/14 por favor en tres días,21/07/14
21/12/12 este jueves,27/12/12
18/01/16 el siguiente lunes gracias,25/01/16
08/08/04 el próximo martes gracias,10/08/04
22/08/37 por favor este miércoles,26/08/37
21/08/27 este jueves que viene,26/08/27
08/10/27 el siguiente miércoles,13/10/27
13/01/40 pasado mañana por favor,15/01/40
27/11/25 en un par de días por favor,29/11/25
14/03/56 este lunes que viene,20/03/56
18/03/16 este martes que viene,22/03/16
19/07/10 el próximo lunes gracias,26/07/10
21/10/11 el siguiente miércoles por favor,26/10/11
14/03/18 mañana gracias,15/03/18
25/04/00 el próximo viernes,28/04/00
08/11/55 este jueves siguiente,11/11/55
15/09/22 en tres días,18/09/22
04/02/01 este jueves por favor,08/02/01
22/02/41 este martes,26/02/41
23/08/44 este lunes próximo por favor,29/08/44
25/09/44 en tres días gracias,28/09/44
04/10/48 el miércoles,07/10/48
07/07/00 el próximo jueves,13/07/00
18/07/54 en tres días,21/07/54
08/04/44 el próximo jueves gracias,14/04/44
04/05/21 el lunes que viene,10/05/21
16/06/19 el martes siguiente por favor,18/06/19
29/10/52 el miércoles próximo por favor,30/10/52
01/03/59 el siguiente viernes,07/03/59
05/09/42 este viernes por favor,12/09/42
15/09/40 en tres días gracias,18/09/40
17/10/36 el martes gracias,21/10/36
23/08/39 el jueves próximo,25/08/39
14/02/07 por favor el siguiente lunes,19/02/07
08/12/53 este lunes,15/12/53
02/11/53 en tres días,05/11/53
03/08/00 el jueves que viene,10/08/00
14/12/21 el viernes,17/12/21
07/02/49 pasado mañana,09/02/49
13/12/24 en un par de días,15/12/24
08/08/55 en un par de días,10/08/55
25/05/56 este jueves próximo,01/06/56
07/01/50 el próximo miércoles gracias,12/01/50
17/08/18 este viernes por favor,24/08/18
21/05/04 el próximo viernes gracias,28/05/04
31/07/16 el próximo miércoles por favor,03/08/16
20/04/13 este jueves,25/04/13
09/12/04 el próximo jueves por favor,16/12/04
10/08/58 por favor este martes que viene,13/08/58
24/04/31 en un par de días,26/04/31
18/04/03 el miércoles siguiente,23/04/03
15/01/13 el jueves,17/01/13
28/11/02 el siguiente lunes,02/12/02
03/11/59 mañana,04/11/59
11/11/51 este martes por favor,14/11/51
14/02/54 en tres días,17/02/54
10/10/26 el jueves siguiente,15/10/26
14/09/29 este viernes,21/09/29
13/11/07 el próximo martes,20/11/07
25/05/04 el siguiente lunes,31/05/04
08/10/09 el jueves,15/10/09
28/05/37 en un par de días gracias,30/05/37
28/12/15 el siguiente martes,29/12/15
22/06/14 por favor este martes próximo,24/06/14
18/04/60 el lunes por favor,19/04/60
06/07/25 este martes,08/07/25
28/10/54 este lunes siguiente gracias,02/11/54
18/04/59 por favor el martes,22/04/59
17/05/53 este miércoles que viene,21/05/53
05/05/51 en tres días por favor,08/05/51
08/06/50 el próximo jueves por favor,09/06/50
01/12/15 este viernes siguiente,04/12/15
06/11/40 el jueves próximo,08/11/40
10/12/51 el siguiente lunes,11/12/51
24/04/32 este miércoles por favor,28/04/32
20/03/03 por favor en un par de días,22/03/03
09/05/08 este miércoles,14/05/08
07/11/26 este miércoles siguiente,11/11/26
17/12/28 este martes gracias,19/12/28
24/01/33 el miércoles que viene gracias,26/01/33
30/12/33 por favor mañana,31/12/33
26/01/06 en tres días,29/01/06
03/05/38 por favor en tres días,06/05/38
20/05/49 en tres días gracias,23/05/49
28/10/05 el lunes,31/10/05
09/04/26 este miércoles próximo,15/04/26
28/03/42 el próximo viernes,04/04/42
26/01/12 por favor el siguiente jueves,02/02/12
12/12/10 este lunes,13/12/10
14/08/24 el próximo lunes,19/08/24
14/07/29 este lunes por favor,16/07/29
14/04/47 el viernes,19/04/47
13/02/37 este martes próximo gracias,17/02/37
25/01/47 mañana por favor,26/01/47
29/10/18 en tres días,01/11/18
03/10/18 este martes siguiente por favor,09/10/18
28/11/54 el martes que viene gracias,01/12/54
21/03/05 por favor el martes,22/03/05
21/10/09 por favor el siguiente lunes,26/10/09
05/04/51 en un par de días,07/04/51
05/06/56 el próximo viernes por favor,09/06/56
15/06/47 el viernes próximo,21/06/47
12/11/07 el siguiente martes,13/11/07
23/05/43 en un par de días gracias,25/05/43
04/04/54 este jueves siguiente,09/04/54
06/10/25 por favor el siguiente jueves,09/10/25
24/04/38 este martes,27/04/38
15/08/54 el próximo lunes,17/08/54
23/05/28 el próximo lunes gracias,29/05/28
18/04/23 por favor el miércoles,19/04/23
19/02/47 por favor el lunes,25/02/47
07/08/51 el siguiente viernes,11/08/51
30/11/55 el jueves gracias,02/12/55
30/09/31 por favor en tres días,03/10/31
21/08/11 en un par de días por favor,23/08/11
10/02/55 este miércoles por favor,17/02/55
23/06/50 por favor este martes que viene,28/06/50
13/07/44 el viernes,15/07/44
16/08/46 el jueves,23/08/46
07/09/56 este miércoles siguiente,13/09/56
26/08/44 por favor el próximo martes,30/08/44
08/03/44 el siguiente viernes gracias,11/03/44
21/02/16 el martes que viene,23/02/16
03/09/54 el próximo miércoles,09/09/54
16/11/20 el martes próximo,17/11/20
22/01/26 en un par de días,24/01/26
13/05/17 este viernes siguiente,19/05/17
21/02/00 pasado mañana,23/02/00
09/08/10 este viernes gracias,13/08/10
24/02/02 este martes siguiente,26/02/02
15/09/41 este jueves siguiente por favor,19/09/41
11/02/56 este viernes próximo,18/02/56
31/07/10 por favor mañana,01/08/10
07/08/18 por favor el lunes,13/08/18
15/03/55 este lunes que viene,22/03/55
13/03/37 este lunes que viene gracias,16/03/37
22/02/37 por favor el lunes que viene,23/02/37
30/01/04 el siguiente viernes,06/02/04
11/12/29 en tres días,14/12/29
15/05/31 el viernes próximo por favor,16/05/31
11/04/50 en tres días gracias,14/04/50
11/03/57 este martes que viene por favor,13/03/57
18/01/19 este martes por favor,22/01/19
05/01/01 este miércoles siguiente,10/01/01
21/06/57 por favor el próximo jueves,28/06/57
18/01/18 el próximo lunes por favor,22/01/18
07/04/25 pasado mañana,09/04/25
28/10/22 por favor mañana,29/10/22
